time_local_start,survey_type
2020-02-11 06:46:00,borehole-borehole
2020-02-11 09:11:00,borehole-borehole
2020-02-11 09:21:00,borehole-borehole
2020-02-11 10:34:00,borehole-borehole
2020-02-11 11:32:00,borehole-borehole
2020-02-11 12:48:00,borehole-borehole
2020-02-11 14:04:00,borehole-borehole
2020-02-11 14:55:00,borehole-borehole
2020-02-11 15:39:00,borehole-borehole
2020-02-11 16:32:00,borehole-borehole
2020-02-11 17:08:00,borehole-borehole
2020-02-11 19:14:00,borehole-borehole
2020-02-11 20:28:00,borehole-borehole
2020-02-11 21:14:00,borehole-borehole
2020-02-11 22:14:00,borehole-borehole
2020-02-11 22:40:00,borehole-borehole
2020-02-11 23:15:00,borehole-borehole
2020-02-12 00:03:00,borehole-borehole
2020-02-12 00:26:00,borehole-borehole
2020-02-12 03:04:00,borehole-borehole
2020-02-12 05:26:00,borehole-borehole
2020-02-12 06:39:00,borehole-borehole
2020-02-12 12:18:00,borehole-borehole
2020-02-12 14:37:00,borehole-borehole
2020-02-13 15:23:00,borehole-borehole
2020-02-13 15:47:00,borehole-borehole
2020-02-13 19:01:00,borehole-borehole
2020-02-13 22:00:00,borehole-borehole
2020-02-13 22:23:00,borehole-borehole
2020-02-14 00:47:00,borehole-borehole
2020-02-14 03:05:00,borehole-borehole
2020-02-14 04:15:00,borehole-borehole
2020-02-14 05:25:00,borehole-borehole
2020-02-14 07:39:00,borehole-borehole
2020-02-14 09:48:00,borehole-borehole
2020-02-14 11:08:00,borehole-borehole
2020-02-14 22:00:00,borehole-borehole
2020-02-14 22:23:00,borehole-borehole
2020-02-15 00:47:00,borehole-borehole
2020-02-15 03:05:00,borehole-borehole
2020-02-15 04:14:00,borehole-borehole
2020-02-15 05:24:00,borehole-borehole
2020-02-15 07:38:00,borehole-borehole
2020-02-15 09:47:00,borehole-borehole
2020-02-15 11:07:00,borehole-borehole
2020-02-15 22:00:00,borehole-borehole
2020-02-15 22:23:00,borehole-borehole
2020-02-16 00:47:00,borehole-borehole
2020-02-16 03:05:00,borehole-borehole
2020-02-16 04:15:00,borehole-borehole
2020-02-16 05:24:00,borehole-borehole
2020-02-16 07:38:00,borehole-borehole
2020-02-16 09:47:00,borehole-borehole
2020-02-16 11:07:00,borehole-borehole
2020-02-18 17:06:00,borehole-borehole
2020-02-20 22:00:00,borehole-borehole
2020-02-21 22:00:00,borehole-borehole
2020-02-22 22:00:00,borehole-borehole
2020-02-26 22:00:00,borehole-borehole
2020-02-26 22:24:00,borehole-borehole
2020-02-27 00:48:00,borehole-borehole
2020-02-27 03:07:00,borehole-borehole
2020-02-27 04:16:00,borehole-borehole
2020-02-27 05:26:00,borehole-borehole
2020-02-27 07:40:00,borehole-borehole
2020-02-27 09:49:00,borehole-borehole
2020-02-27 11:09:00,borehole-borehole
2020-02-27 22:00:00,borehole-borehole
2020-02-28 22:00:00,borehole-borehole
2020-02-29 22:00:00,borehole-borehole
2020-03-01 22:00:00,borehole-borehole
2020-03-02 22:00:00,borehole-borehole
2020-03-03 22:00:00,borehole-borehole
2020-03-04 22:00:00,borehole-borehole
2020-03-04 22:23:00,borehole-borehole
2020-03-05 00:47:00,borehole-borehole
2020-03-05 03:06:00,borehole-borehole
2020-03-05 04:17:00,borehole-borehole
2020-03-05 05:27:00,borehole-borehole
2020-03-05 07:41:00,borehole-borehole
2020-03-05 09:50:00,borehole-borehole
2020-03-05 11:10:00,borehole-borehole
2020-03-05 22:00:00,borehole-borehole
2020-03-12 12:26:00,borehole-borehole
2020-03-12 14:03:00,borehole-borehole
2020-03-12 14:27:00,borehole-borehole
2020-03-12 16:52:00,borehole-borehole
2020-03-13 22:00:00,borehole-borehole
2020-03-14 22:00:00,borehole-borehole
2020-03-15 22:00:00,borehole-borehole
2020-03-16 22:00:00,borehole-borehole
2020-03-17 22:00:00,borehole-borehole
2020-03-18 22:00:00,borehole-borehole
2020-03-18 22:24:00,borehole-borehole
2020-03-19 00:48:00,borehole-borehole
2020-03-19 03:06:00,borehole-borehole
2020-03-19 04:17:00,borehole-borehole
2020-03-19 05:27:00,borehole-borehole
2020-03-19 07:41:00,borehole-borehole
2020-03-19 09:50:00,borehole-borehole
2020-03-19 09:54:00,borehole-borehole
2020-03-20 22:00:00,borehole-borehole
2020-03-21 22:00:00,borehole-borehole
2020-03-22 22:00:00,borehole-borehole
2020-03-23 22:00:00,borehole-borehole
2020-03-24 22:00:00,borehole-borehole
2020-03-25 22:00:00,borehole-borehole
2020-03-25 22:23:00,borehole-borehole
2020-03-26 00:48:00,borehole-borehole
2020-03-26 03:06:00,borehole-borehole
2020-03-26 04:16:00,borehole-borehole
2020-03-26 05:26:00,borehole-borehole
2020-03-26 07:40:00,borehole-borehole
2020-03-26 09:49:00,borehole-borehole
2020-03-26 11:08:00,borehole-borehole
2020-03-26 22:00:00,borehole-borehole
2020-03-29 22:00:00,borehole-borehole
2020-03-30 22:00:00,borehole-borehole
2020-03-31 22:00:00,borehole-borehole
2020-04-01 22:00:00,borehole-borehole
2020-04-02 22:00:00,borehole-borehole
2020-04-03 22:00:00,borehole-borehole
2020-04-04 22:00:00,borehole-borehole
2020-04-05 22:00:00,borehole-borehole
2020-04-06 22:00:00,borehole-borehole
2020-04-07 22:00:00,borehole-borehole
2020-04-08 22:00:00,borehole-borehole
2020-04-09 22:00:00,borehole-borehole
2020-04-10 22:00:00,borehole-borehole
2020-04-11 22:00:00,borehole-borehole
2020-04-12 22:00:00,borehole-borehole
2020-04-13 22:00:00,borehole-borehole
2020-04-15 22:00:00,borehole-borehole
2020-04-16 20:49:00,borehole-borehole
2020-04-16 22:00:00,borehole-borehole
2020-04-17 22:00:00,borehole-borehole
2020-04-18 22:00:00,borehole-borehole
2020-04-19 17:29:00,borehole-borehole
2020-04-19 17:54:00,borehole-borehole
2020-04-19 18:18:00,borehole-borehole
2020-04-19 18:43:00,borehole-borehole
2020-04-19 19:06:00,borehole-borehole
2020-04-19 22:00:00,borehole-borehole
2020-04-20 22:00:00,borehole-borehole
2020-04-21 22:00:00,borehole-borehole
2020-04-22 16:50:00,borehole-borehole
2020-04-22 22:00:00,borehole-borehole
2020-04-23 22:00:00,borehole-borehole
2020-04-24 22:00:00,borehole-borehole
2020-04-25 22:00:00,borehole-borehole
2020-04-26 22:00:00,borehole-borehole
2020-04-27 22:00:00,borehole-borehole
2020-04-28 22:00:00,borehole-borehole
2020-04-29 22:00:00,borehole-borehole
2020-04-30 22:00:00,borehole-borehole
2020-05-01 22:00:00,borehole-borehole
2020-05-04 11:51:00,borehole-borehole
2020-05-04 22:00:00,borehole-borehole
2020-05-05 22:00:00,borehole-borehole
2020-05-06 17:09:00,borehole-borehole
2020-05-06 22:00:00,borehole-borehole
2020-05-07 22:00:00,borehole-borehole
2020-05-08 22:00:00,borehole-borehole
2020-05-09 22:00:00,borehole-borehole
2020-05-10 22:00:00,borehole-borehole
2020-05-11 22:00:00,borehole-borehole
2020-05-14 12:29:00,borehole-borehole
2020-05-14 22:00:00,borehole-borehole
2020-05-15 22:00:00,borehole-borehole
2020-05-16 22:00:00,borehole-borehole
2020-05-17 22:00:00,borehole-borehole
2020-05-18 22:00:00,borehole-borehole
2020-05-19 22:00:00,borehole-borehole
2020-05-20 22:00:00,borehole-borehole
2020-05-21 22:00:00,borehole-borehole
2020-05-22 22:00:00,borehole-borehole
2020-05-23 22:00:00,borehole-borehole
2020-05-24 22:00:00,borehole-borehole
2020-05-25 22:00:00,borehole-borehole
2020-05-26 16:39:00,borehole-borehole
2020-05-26 17:05:00,borehole-borehole
2020-05-26 22:00:00,borehole-borehole
2020-05-27 22:00:00,borehole-borehole
2020-05-29 22:00:00,borehole-borehole
2020-05-30 00:38:00,surface-surface
2020-06-01 22:00:00,borehole-borehole
2020-06-02 22:00:00,borehole-borehole
2020-06-03 22:00:00,borehole-borehole
2020-06-04 22:00:00,borehole-borehole
2020-06-05 22:00:00,borehole-borehole
2020-06-06 22:00:00,borehole-borehole
2020-06-07 22:00:00,borehole-borehole
2020-06-08 22:00:00,borehole-borehole
2020-06-09 22:00:00,borehole-borehole
2020-06-16 17:21:00,borehole-borehole
2020-06-16 17:51:00,borehole-borehole
2020-06-16 18:21:00,borehole-borehole
2020-06-16 18:25:00,borehole-borehole
2020-06-16 18:28:00,borehole-borehole
2020-06-16 22:00:00,borehole-borehole
2020-06-17 22:00:00,borehole-borehole
2020-06-18 22:00:00,borehole-borehole
2020-06-19 22:00:00,borehole-borehole
2020-06-20 22:00:00,borehole-borehole
2020-06-21 22:00:00,borehole-borehole
2020-06-22 22:00:00,borehole-borehole
2020-06-23 22:00:00,borehole-borehole
2020-06-24 22:00:00,borehole-borehole
2020-06-25 22:00:00,borehole-borehole
